title,content,url,sub_title,year
Applied animal genomics: results from the field,"… Research Center (US-MARC) in Clay Center, Nebraska, as part of the 2,000 Bull Project. 
This project involved 50K genotyping of 2,026 animals from the 16 most prominent breeds (Angus, 
Beefmaster, Brahman, Brangus, Braunvieh, Charolais, Chiangus, Gelbvieh, Hereford, …",https://www.annualreviews.org/doi/abs/10.1146/annurev-animal-022513-114119,"AL Van Eenennaam, KA Weigel… - Annu. Rev. Anim …, 2014 - annualreviews.org",2014
Modeling human disease in rodents by CRISPR/Cas9 genome editing,"… less any animal model. In this review, we will show how this technology is and will change 
our way to obtain relevant disease animal models … On their website, the ENCODE project, an 
international consortium that aims to build a comprehensive parts list of functional elements in …",https://link.springer.com/article/10.1007/s00335-017-9703-x,"MC Birling, Y Herault, G Pavlovic - Mammalian genome, 2017 - Springer",2017
Genomics and the Human Genome Project: implications for psychiatry,"… An animal model can be used to determine which genes in the genome are involved in 
pathways functionally relevant to psychiatric illness. We have previously employed acute 
amphetamine administration as a model of mania (Niculescu et al., 2000). Amphetamine …",https://www.tandfonline.com/doi/abs/10.1080/09540260400014385,"JR Kelsoe - International Review of Psychiatry, 2004 - Taylor & Francis",2004
The global virome project,"… Nearly all recent pandemics have a viral etiology with animal origins, and with their intrinsic 
capacity for … The Human Genome Project in the 1980s catalyzed technological innovation that 
… Like the Human Genome Project, the GVP will provide a wealth of publicly accessible data, …",https://science.sciencemag.org/content/359/6378/872.summary,"D Carroll, P Daszak, ND Wolfe, GF Gao… - …, 2018 - science.sciencemag.org",2018
Common and contrasting themes of plant and animal diseases,"… resistance in plant and animal diseases. This review presents recent developments in the 
study of plant and animal pathogenesis, with … The Drosophila genome project predicts that 
there are at least nine genes encoding Toll-like receptors. A role in innate immunity for these …",https://science.sciencemag.org/content/292/5525/2285.abstract,"BJ Staskawicz, MB Mudgett, JL Dangl, JE Galan - Science, 2001 - science.sciencemag.org",2001
A post-synaptic scaffold at the origin of the animal kingdom,"… We show that the genome of the demosponge Amphimedon queenslandica possesses a 
nearly complete set of post-… genome project with the Joint Genome Institute and are publicly 
available (http://www.ncbi.nlm.nih.gov/Traces). Genes were identified in EST and genome trace …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000506,"O Sakarya, KA Armstrong, M Adamska, M Adamski… - PloS one, 2007 - journals.plos.org",2007
Horizontal gene transfer between bacteria and animals,"… Even today, many of the described instances of bacteria-to-animal transfer occur as part of 
intimate relationships such as those of … nonrandom sampling of animal genome sequencing 
projects and the lack of a systematic analysis of animal genomes for such transfers. …",https://www.sciencedirect.com/science/article/pii/S0168952511000163,"JCD Hotopp - Trends in genetics, 2011 - Elsevier",2011
Genome of the Chinese tree shrew,"… as an animal model for biomedical research, we generated a reference genome assembly 
from a … The total assembled size of the genome is about 2.86 Gb, close to the 3.2 Gb genome 
size … Accession codes: The Chinese tree shrew whole-genome shotgun project has been …",https://www.nature.com/articles/ncomms2416,"Y Fan, ZY Huang, CC Cao, CS Chen, YX Chen… - Nature …, 2013 - nature.com",2013
Hunting for genes for hypertension: the Millennium Genome Project for Hypertension,"… collectively termed the ‘Millennium Genome Project (MGP)’. This project was launched to 
shed light on some of the unsolved challenges of the aging society by gaining an understanding 
of disease pathogenesis and by establishing genome-based personalized medical care (…",https://www.nature.com/articles/hr201241,"Y Tabara, K Kohara, T Miki - Hypertension Research, 2012 - nature.com",2012
Updated reference genome sequence and annotation of Mycobacterium bovis AF2122/97,"… genome sequence will provide an essential resource for the tuberculosis (TB) research 
community and serve as a basis for comparative studies into animal… the RD900 locus in clones 
used for the original shotgun sequencing genome project may have led to the loss of RD900. …",https://journals.asm.org/doi/abs/10.1128/genomeA.00157-17,"KM Malone, D Farrell, TP Stuber… - Genome …, 2017 - Am Soc Microbiol",2017
The chicken genome and the developmental biologist,"… an important anchor species in the phylogenetic study of genome evolution. The chicken 
genome project has its roots in a decade of map … The main arguments to sequence the 
chicken genome were to benefit agriculture (poultry breeding and animal health) and medicine (…",https://www.sciencedirect.com/science/article/pii/S092547730400111X,"DW Burt - Mechanisms of development, 2004 - Elsevier",2004
Variation in genome size of argasid and ixodid ticks,"… genome projects are planned or in progress. The Ixodes scapularis Genome Project (IGP) 
was initiated in 2004 to sequence the genome of I. … Genome size estimates not reported 
in this study were obtained from the Animal Genome Size Database (http://www.genomesize.com/), …",https://www.sciencedirect.com/science/article/pii/S0965174807000148,"NS Geraci, JS Johnston, JP Robinson, SK Wikel… - Insect biochemistry and …, 2007 - Elsevier",2007
Comparative whole genome DNA methylation profiling across cattle tissues reveals global and tissue-specific methylation patterns,"… Efforts to improve animal health, and understand genetic bases for production, may benefit 
from a comprehensive analysis of animal … In line with the Functional Annotation of Animal 
Genome (FAANG) project [48], this study provides a comprehensive resource for bovine …",https://link.springer.com/article/10.1186/s12915-020-00793-5,"Y Zhou, S Liu, Y Hu, L Fang, Y Gao, H Xia… - BMC biology, 2020 - Springer",2020
The genome of the sea urchin Strongylocentrotus purpuratus,"We report the sequence and analysis of the 814-megabase genome of the sea urchin 
Strongylocentrotus purpuratus, a model for developmental and systems biology. The 
sequencing strategy combined whole-genome shotgun and bacterial artificial chromosome (BAC) …",https://science.sciencemag.org/content/314/5801/941.abstract,"E Sodergren, GM Weinstock, EH Davidson… - …, 2006 - science.sciencemag.org",2006
Sequencing of Chromosome 21/The Human Genome Project,"… Then one determines where during embryonic development and during aging of the 
animal this gene is actually active. If the gene is active during the life of the animal in a tissue 
thought to be important for the phenotype of Down syndrome, then this gene becomes a more …",https://www.google.com/books?hl=zh-CN&lr=&id=7ZYiOuAV7S0C&oi=fnd&pg=PA249&dq=animal+genome+project&ots=KNjwEpJKbL&sig=Att35W-3PD8qnnSIFLGg_xtvN44,"D Patterson - Down Syndrome, 2003 - books.google.com",2003
Insights into bilaterian evolution from three spiralian genomes,"… with other animal genomes to investigate the origin and diversification of bilaterians from a 
genomic perspective. We find that the genome … The Lottia gigantea whole-genome shotgun 
project has been deposited in GenBank under the accession AMQO00000000. The sequence …",https://www.nature.com/articles/nature11696,"O Simakov, F Marletaz, SJ Cho, E Edsinger-Gonzales… - Nature, 2013 - nature.com",2013
Patents and the human genome project–new claims for old?,"… ESTs are simply fragments of those parts of the genome that are expressed by an organism 
(as opposed to those segments of the genome that … The Human Genome Project is creating 
a scientific and medical revolution but vital social and ethical issues trail in the Project's wake. …",https://www.sciencedirect.com/science/article/pii/S0167779900015213,"PX Gilbert, C Walter - TRENDS in Biotechnology, 2001 - Elsevier",2001
Drug development in psychiatry and the human genome project: The explosion in knowledge and potential targets,"… The goal of this series of columns is to explain 1) the process of drug development and its 
relevance to the optimal practice of clinical psychopharmacology and psychiatry, and 2) the 
implications of the human genome project for future drug development in psychiatry. The last …",https://journals.lww.com/practicalpsychiatry/fulltext/2001/09000/drug_development_in_psychiatry_and_the_human.6.aspx,"SH PRESKORN - Journal of Psychiatric Practice®, 2001 - journals.lww.com",2001
Animal models in translational medicine: Validation and prediction,"… Success rates for drugs during clinical development remain low despite the human genome 
project and other molecular biology approaches having identified a large number of potential 
new drug targets. Moreover, progress in the design of small molecule drugs (eg computer …",https://www.sciencedirect.com/science/article/pii/S2307502314000022,"T Denayer, T Stöhr, M Van Roy - New Horizons in Translational Medicine, 2014 - Elsevier",2014
1000 Bull Genomes-Toward genomic Selectionf from whole genome sequence Data in Dairy and Beef Cattle,"… Project aims at building such a resource of sequenced key ancestor bulls for the bovine 
research community. The most recent run of the project included 238 full genome … This project 
will provide an excellent opportunity to identify the most important causative variants, leading to …",https://library.wur.nl/WebQuery/wurpubs/438956,"B Hayes, HD Daetwyler, R Fries, B Guldbrandtsen… - 2013 - library.wur.nl",0
